date,ticker,open,high,low,close,volume
2025-02-11,RELIANCE,6531.97,6565.42,6519.18,6554.26,7011391
2025-02-12,RELIANCE,6554.26,6619.7,6519.51,6596.99,4837456
2025-02-13,RELIANCE,6596.99,6676.96,6569.79,6651.61,8780084
2025-02-14,RELIANCE,6651.61,6677.01,6637.83,6659.47,5703082
2025-02-17,RELIANCE,6659.47,6706.08,6650.85,6688.77,3765660
2025-02-18,RELIANCE,6688.77,6767.66,6684.65,6761.93,10397146
2025-02-19,RELIANCE,6761.93,6870.66,6759.7,6867.87,5574571
2025-02-20,RELIANCE,6867.87,6921.37,6863.87,6911.8,3480502
2025-02-21,RELIANCE,6911.8,6924.44,6897.33,6918.37,4186378
2025-02-24,RELIANCE,6918.37,6929.13,6824.73,6849.1,5136680
2025-02-25,RELIANCE,6849.1,6874.66,6801.53,6834.44,4648854
2025-02-26,RELIANCE,6834.44,6854.12,6830.52,6850.42,2587734
2025-02-27,RELIANCE,6850.42,6857.39,6824.13,6833.48,6090342
2025-02-28,RELIANCE,6833.48,6945.4,6813.53,6908.24,4988971
2025-03-03,RELIANCE,6908.24,6934.63,6902.01,6928.96,6578619
2025-03-04,RELIANCE,6928.96,6946.02,6841.12,6860.4,6281417
2025-03-05,RELIANCE,6860.4,6865.54,6845.65,6850.79,2850245
2025-03-06,RELIANCE,6850.79,6949.08,6832.61,6934.95,3285028
2025-03-07,RELIANCE,6934.95,6968.11,6885.95,6911.1,4762119
2025-03-10,RELIANCE,6911.1,6948.09,6906.3,6937.4,4274518
2025-03-11,RELIANCE,6937.4,6950.64,6856.31,6872.69,5274541
2025-03-12,RELIANCE,6872.69,6978.63,6826.96,6943.38,3642031
2025-03-13,RELIANCE,6943.38,6954.68,6891.16,6899.36,5017210
2025-03-14,RELIANCE,6899.36,6936.97,6873.59,6923.5,2584538
2025-03-17,RELIANCE,6923.5,7088.26,6910.88,7067.54,4879962
2025-03-18,RELIANCE,7067.54,7085.26,7064.01,7081.19,7698955
2025-03-19,RELIANCE,7081.19,7093.65,6926.17,6937.07,3592524
2025-03-20,RELIANCE,6937.07,7116.23,6904.84,7083.28,9036024
2025-03-21,RELIANCE,7083.28,7130.0,6686.05,6715.36,7612550
2025-03-24,RELIANCE,6715.36,6840.3,6671.7,6791.0,15104734
2025-03-25,RELIANCE,6791.0,6878.16,6219.08,6295.28,7814724
2025-03-26,RELIANCE,6295.28,6345.34,6282.95,6337.15,6843667
2025-03-27,RELIANCE,6337.15,6478.24,6304.91,6458.95,4508901
2025-03-28,RELIANCE,6458.95,6618.37,6388.95,6560.87,10915227
2025-03-31,RELIANCE,6560.87,6793.45,6543.42,6781.21,5729433
2025-04-01,RELIANCE,6781.21,7319.72,6739.44,7277.3,5071135
2025-04-02,RELIANCE,7277.3,7552.86,7265.9,7533.8,5429194
2025-04-03,RELIANCE,7533.8,7557.03,7281.89,7319.75,9731359
2025-04-04,RELIANCE,7319.75,7340.07,7218.82,7233.14,12461768
2025-04-07,RELIANCE,7233.14,7260.93,7095.25,7113.46,15650434
2025-04-08,RELIANCE,7113.46,7139.99,6973.91,7018.04,4090992
2025-04-09,RELIANCE,7018.04,7203.01,6878.81,7033.96,10868783
2025-04-10,RELIANCE,7033.96,7095.25,7026.49,7086.88,8743451
2025-04-11,RELIANCE,7086.88,7356.63,7061.32,7328.92,17352668
2025-04-14,RELIANCE,7328.92,7499.31,7317.63,7485.36,13944632
2025-04-15,RELIANCE,7485.36,7551.42,7318.48,7347.41,7435914
2025-04-16,RELIANCE,7347.41,7376.66,7247.58,7267.64,11086047
2025-04-17,RELIANCE,7267.64,7387.22,7199.63,7304.13,9605689
2025-04-18,RELIANCE,7304.13,7316.59,7277.55,7298.55,4504355
2025-04-21,RELIANCE,7298.55,7317.99,7269.19,7300.07,13138567
2025-04-22,RELIANCE,7300.07,7431.67,7283.38,7392.26,16227515
2025-04-23,RELIANCE,7392.26,7558.01,7366.79,7534.56,7520245
2025-04-24,RELIANCE,7534.56,8000.39,7474.07,7955.64,5305965
2025-04-25,RELIANCE,7955.64,8040.95,7936.92,8013.24,10016583
2025-04-28,RELIANCE,8013.24,8102.29,8004.37,8084.15,9251741
2025-04-29,RELIANCE,8084.15,8086.48,8055.16,8057.58,2790215
2025-04-30,RELIANCE,8057.58,8231.97,8043.15,8221.32,4957519
2025-05-01,RELIANCE,8221.32,8277.6,8192.42,8223.25,9848446
2025-05-02,RELIANCE,8223.25,8333.15,8208.42,8318.79,4351010
2025-05-05,RELIANCE,8318.79,8330.04,8228.9,8237.18,6337166
2025-05-06,RELIANCE,8237.18,8271.68,8226.17,8261.91,4857230
2025-05-07,RELIANCE,8261.91,8477.46,8249.74,8470.57,3823297
2025-05-08,RELIANCE,8470.57,8511.61,8464.01,8500.44,8003376
2025-05-09,RELIANCE,8500.44,8517.64,8489.46,8507.23,3780757
2025-05-12,RELIANCE,8507.23,8603.13,8482.64,8586.81,8554486
2025-05-13,RELIANCE,8586.81,8759.08,8581.15,8748.19,5658950
2025-05-14,RELIANCE,8748.19,8818.68,8699.7,8789.03,6995996
2025-05-15,RELIANCE,8789.03,8887.81,8780.31,8876.95,7696712
2025-05-16,RELIANCE,8876.95,8933.9,8867.06,8907.44,5507938
2025-05-19,RELIANCE,8907.44,8918.2,8825.29,8845.9,7700037
2025-05-20,RELIANCE,8845.9,8990.99,8774.87,8919.64,7321805
2025-05-21,RELIANCE,8919.64,8924.72,8726.14,8730.44,6857442
2025-05-22,RELIANCE,8730.44,8749.02,8728.83,8747.82,6077439
2025-05-23,RELIANCE,8747.82,8852.34,8737.97,8831.74,3999392
2025-05-26,RELIANCE,8831.74,8846.93,8761.75,8774.54,5261801
2025-05-27,RELIANCE,8774.54,8807.08,8518.36,8581.01,5645316
2025-05-28,RELIANCE,8581.01,8596.4,8471.45,8495.5,7822020
2025-05-29,RELIANCE,8495.5,8537.49,8481.97,8523.42,2964206
2025-05-30,RELIANCE,8523.42,8608.67,8510.0,8592.23,5210839
2025-06-02,RELIANCE,8592.23,8628.95,8591.54,8628.07,6311519
2025-06-03,RELIANCE,8628.07,8632.91,8544.94,8555.88,8017920
2025-06-04,RELIANCE,8555.88,8561.89,8517.32,8525.35,5643563
2025-06-05,RELIANCE,8525.35,8744.54,8508.51,8721.62,5826495
2025-06-06,RELIANCE,8721.62,8786.77,8712.58,8780.25,3168628
2025-06-09,RELIANCE,8780.25,8866.39,8764.09,8850.93,2972398
2025-06-10,RELIANCE,8850.93,8961.78,8833.19,8953.87,7535617
2025-06-11,RELIANCE,8953.87,9008.66,8932.86,8992.32,4617399
2025-06-12,RELIANCE,8992.32,9014.02,8921.03,8939.0,8533521
2025-06-13,RELIANCE,8939.0,9016.96,8879.93,8994.22,5333467
2025-06-16,RELIANCE,8994.22,8994.54,8723.85,8724.19,4679909
2025-06-17,RELIANCE,8724.19,8741.21,8647.96,8664.07,5845467
2025-06-18,RELIANCE,8664.07,8680.56,8602.54,8638.78,5178830
2025-06-19,RELIANCE,8638.78,8693.11,8633.0,8686.87,7005562
2025-06-20,RELIANCE,8686.87,8690.11,8673.11,8677.56,6702378
2025-06-23,RELIANCE,8677.56,8693.46,8648.06,8666.23,10494722
2025-06-24,RELIANCE,8666.23,8676.61,8649.68,8656.55,5466803
2025-06-25,RELIANCE,8656.55,8696.96,8642.55,8686.43,4498087
2025-06-26,RELIANCE,8686.43,8864.02,8666.36,8852.12,8750681
2025-06-27,RELIANCE,8852.12,8976.21,8844.49,8972.02,4587745
2025-06-30,RELIANCE,8972.02,9002.65,8861.72,8883.35,7951975
2025-07-01,RELIANCE,8883.35,8912.61,8750.44,8777.59,5438900
2025-07-02,RELIANCE,8777.59,8790.32,8682.2,8696.03,4573841
2025-07-03,RELIANCE,8696.03,8938.42,8581.34,8879.45,15036547
2025-07-04,RELIANCE,8879.45,8882.42,8833.76,8837.1,10654473
2025-07-07,RELIANCE,8837.1,8837.99,8727.08,8727.63,5866730
2025-07-08,RELIANCE,8727.63,8731.02,8716.03,8719.29,2778563
2025-07-09,RELIANCE,8719.29,8733.18,8718.83,8732.53,4018252
2025-07-10,RELIANCE,8732.53,8759.02,8651.06,8669.37,6843670
2025-07-11,RELIANCE,8669.37,8899.99,8655.58,8892.51,5820614
2025-07-14,RELIANCE,8892.51,8894.2,8810.07,8811.99,8125146
2025-07-15,RELIANCE,8811.99,8860.04,8810.9,8858.13,4749874
2025-07-16,RELIANCE,8858.13,8863.71,8627.1,8635.58,6521420
2025-07-17,RELIANCE,8635.58,8750.71,8620.56,8735.52,5840067
2025-07-18,RELIANCE,8735.52,8756.68,8680.54,8717.99,9307768
2025-07-21,RELIANCE,8717.99,8871.22,8695.17,8832.08,7645315
2025-07-22,RELIANCE,8832.08,8984.13,8786.2,8944.14,7473833
2025-07-23,RELIANCE,8944.14,9042.51,8897.7,9008.06,5912617
2025-07-24,RELIANCE,9008.06,9138.07,9001.09,9126.74,7690281
2025-07-25,RELIANCE,9126.74,9187.85,9121.13,9182.71,3650937
2025-07-28,RELIANCE,9182.71,9206.52,9066.27,9074.44,3550630
2025-07-29,RELIANCE,9074.44,9150.94,9064.87,9139.86,3920399
2025-07-30,RELIANCE,9139.86,9142.0,9097.16,9098.84,6855425
2025-07-31,RELIANCE,9098.84,9111.97,9059.73,9091.95,6463999
2025-08-01,RELIANCE,9091.95,9143.08,9081.42,9133.38,4881423
2025-08-04,RELIANCE,9133.38,9142.08,9074.48,9086.16,7348920
2025-08-05,RELIANCE,9086.16,9131.15,9077.13,9118.91,3284504
2025-08-06,RELIANCE,9118.91,9158.43,9111.22,9154.16,5348710
2025-08-07,RELIANCE,9154.16,9245.68,9141.86,9229.98,6230796
2025-08-08,RELIANCE,9229.98,9369.97,9213.74,9354.51,8559825
2025-08-11,RELIANCE,9354.51,9368.26,9294.86,9308.86,6970112
2025-08-12,RELIANCE,9308.86,9314.84,9077.52,9087.13,4760399
2025-08-13,RELIANCE,9087.13,9158.83,9082.83,9154.4,5400641
2025-08-14,RELIANCE,9154.4,9282.31,9133.23,9241.46,6551513
2025-08-15,RELIANCE,9241.46,9267.18,9043.46,9063.5,3465461
2025-08-18,RELIANCE,9063.5,9170.44,9044.19,9154.03,6165127
2025-08-19,RELIANCE,9154.03,9237.45,9145.95,9222.66,4512537
2025-08-20,RELIANCE,9222.66,9224.74,9042.16,9047.2,3457255
2025-08-21,RELIANCE,9047.2,9072.93,9030.57,9054.7,4002173
2025-08-22,RELIANCE,9054.7,9136.97,9052.1,9132.22,8117376
2025-08-25,RELIANCE,9132.22,9275.84,9117.19,9257.57,5058028
2025-08-26,RELIANCE,9257.57,9273.0,9084.89,9117.5,4550138
2025-08-27,RELIANCE,9117.5,9192.46,9101.27,9179.16,9760057
2025-08-28,RELIANCE,9179.16,9243.66,9156.93,9199.98,5170714
2025-08-29,RELIANCE,9199.98,9255.56,9181.59,9228.15,7004010
2025-09-01,RELIANCE,9228.15,9251.43,9175.18,9202.93,6398236
2025-09-02,RELIANCE,9202.93,9235.4,9092.94,9112.6,6452542
2025-09-03,RELIANCE,9112.6,9132.12,9078.45,9095.82,3597377
2025-09-04,RELIANCE,9095.82,9104.24,8983.92,8992.66,5860495
2025-09-05,RELIANCE,8992.66,9003.57,8986.6,8997.2,5487513
2025-09-08,RELIANCE,8997.2,9015.33,8988.59,9002.85,6355695
2025-09-09,RELIANCE,9002.85,9023.34,8720.55,8745.2,7866813
2025-09-10,RELIANCE,8745.2,8783.21,8574.36,8595.23,4953029
2025-09-11,RELIANCE,8595.23,8639.87,8423.47,8469.0,5725855
2025-09-12,RELIANCE,8469.0,8475.29,8292.11,8298.14,4903521
2025-09-15,RELIANCE,8298.14,8333.0,8071.56,8124.1,3405707
2025-09-16,RELIANCE,8124.1,8139.66,8020.76,8033.71,6539239
2025-09-17,RELIANCE,8033.71,8087.61,7997.72,8048.88,9336350
2025-09-18,RELIANCE,8048.88,8076.1,7971.69,8029.08,5446536
2025-09-19,RELIANCE,8029.08,8046.84,7890.88,7905.22,4618159
2025-09-22,RELIANCE,7905.22,7911.2,7751.57,7762.4,6934706
2025-09-23,RELIANCE,7762.4,7780.15,7700.82,7718.46,7405521
2025-09-24,RELIANCE,7718.46,7774.98,7717.95,7774.59,6395399
2025-09-25,RELIANCE,7774.59,7793.23,7726.33,7750.71,7354858
2025-09-26,RELIANCE,7750.71,7824.67,7727.12,7796.52,4379292
2025-09-29,RELIANCE,7796.52,7813.35,7681.84,7693.27,7159749
2025-09-30,RELIANCE,7693.27,7696.41,7599.58,7607.39,8921268
2025-10-01,RELIANCE,7607.39,7638.12,7495.93,7509.15,9588981
2025-10-02,RELIANCE,7509.15,7518.05,7448.87,7454.92,4053276
2025-10-03,RELIANCE,7454.92,7460.84,7433.83,7440.62,6756547
2025-10-06,RELIANCE,7440.62,7521.81,7425.58,7489.45,2442030
2025-10-07,RELIANCE,7489.45,7529.26,7413.53,7431.6,5347988
2025-10-08,RELIANCE,7431.6,7463.06,7416.79,7454.6,4001873
2025-10-09,RELIANCE,7454.6,7468.32,7383.47,7395.7,3488875
2025-10-10,RELIANCE,7395.7,7476.24,7394.61,7474.92,6498497
2025-10-13,RELIANCE,7474.92,7492.64,7400.93,7415.64,3482444
2025-10-14,RELIANCE,7415.64,7444.02,7321.25,7349.81,4965011
2025-10-15,RELIANCE,7349.81,7353.36,7274.36,7279.41,8174609
2025-10-16,RELIANCE,7279.41,7288.56,7241.47,7265.33,6154512
2025-10-17,RELIANCE,7265.33,7287.64,7257.54,7277.64,10926657
2025-10-20,RELIANCE,7277.64,7285.1,7151.3,7165.25,5924142
2025-10-21,RELIANCE,7165.25,7192.52,7144.37,7173.62,5045565
2025-10-22,RELIANCE,7173.62,7175.57,7048.19,7050.3,9185725
2025-10-23,RELIANCE,7050.3,7126.94,7038.85,7113.7,6594115
2025-10-24,RELIANCE,7113.7,7117.22,7047.82,7053.61,9259899
2025-10-27,RELIANCE,7053.61,7059.15,7052.44,7058.14,8690954
2025-10-28,RELIANCE,7058.14,7086.61,6995.9,7030.36,8763077
2025-10-29,RELIANCE,7030.36,7145.19,7021.83,7134.06,4916642
2025-10-30,RELIANCE,7134.06,7143.78,7028.31,7043.31,4696021
2025-10-31,RELIANCE,7043.31,7137.93,7025.01,7126.82,5701203
2025-11-03,RELIANCE,7126.82,7190.71,7112.99,7182.24,8044388
2025-11-04,RELIANCE,7182.24,7238.9,7177.27,7226.55,6610129
2025-11-05,RELIANCE,7226.55,7229.95,7161.01,7167.5,3861187
2025-11-06,RELIANCE,7167.5,7179.38,7020.72,7041.85,5438291
2025-11-07,RELIANCE,7041.85,7057.74,7017.76,7034.61,5481764
2025-11-10,RELIANCE,7034.61,7115.29,7020.83,7100.77,6171088
2025-11-11,RELIANCE,7100.77,7143.25,7011.86,7036.09,4863100
2025-11-12,RELIANCE,7036.09,7059.85,6971.36,6995.06,5374295
2025-11-13,RELIANCE,6995.06,7006.24,6989.28,6995.79,4539355
2025-11-14,RELIANCE,6995.79,7090.07,6953.73,7047.56,9385282
2025-11-17,RELIANCE,7047.56,7049.42,7008.41,7012.75,5474475
2025-11-18,RELIANCE,7012.75,7055.48,7006.94,7053.2,8556107
2025-11-19,RELIANCE,7053.2,7083.0,7038.18,7070.43,4256582
2025-11-20,RELIANCE,7070.43,7076.35,7001.49,7008.9,7301216
2025-11-21,RELIANCE,7008.9,7171.67,6962.69,7136.04,4499641
2025-11-24,RELIANCE,7136.04,7220.9,7118.91,7194.02,8834520
2025-11-25,RELIANCE,7194.02,7263.27,7168.7,7246.48,6540055
2025-11-26,RELIANCE,7246.48,7262.18,7171.16,7182.4,3796746
2025-11-27,RELIANCE,7182.4,7292.84,7180.67,7290.46,4774159
2025-11-28,RELIANCE,7290.46,7294.09,7282.67,7287.29,3368352
2025-12-01,RELIANCE,7287.29,7380.12,7282.26,7369.52,5221861
2025-12-02,RELIANCE,7369.52,7398.42,7359.86,7389.33,5101955
2025-12-03,RELIANCE,7389.33,7390.1,7374.25,7374.84,6519100
2025-12-04,RELIANCE,7374.84,7386.01,7371.0,7380.99,7314040
2025-12-05,RELIANCE,7380.99,7395.98,7257.27,7266.86,6243176
2025-12-08,RELIANCE,7266.86,7272.16,7265.51,7270.5,9755710
2025-12-09,RELIANCE,7270.5,7418.28,7256.55,7402.13,6379061
2025-12-10,RELIANCE,7402.13,7413.08,7343.34,7353.74,9403391
2025-12-11,RELIANCE,7353.74,7400.83,7350.41,7395.26,7229697
2025-12-12,RELIANCE,7395.26,7494.65,7392.67,7490.06,5365474
2025-12-15,RELIANCE,7490.06,7728.96,7460.51,7705.9,5508317
2025-12-16,RELIANCE,7705.9,7760.61,7685.61,7746.75,5425393
2025-12-17,RELIANCE,7746.75,7752.57,7736.41,7748.32,3200562
2025-12-18,RELIANCE,7748.32,7754.35,7740.39,7747.24,8365715
2025-12-19,RELIANCE,7747.24,7828.97,7731.92,7803.03,7213266
2025-12-22,RELIANCE,7803.03,7841.55,7705.09,7750.48,6054723
2025-12-23,RELIANCE,7750.48,7757.24,7711.61,7720.67,2928355
2025-12-24,RELIANCE,7720.67,7731.46,7630.2,7637.41,5650813
2025-12-25,RELIANCE,7637.41,7682.11,7534.53,7565.71,5587195
2025-12-26,RELIANCE,7565.71,7620.05,7540.14,7607.9,2764470
2021-01-04,TCS,3550.0,3569.61,3509.25,3526.79,5312238
2021-01-05,TCS,3526.79,3568.29,3522.31,3564.79,5414879
2021-01-06,TCS,3564.79,3595.47,3554.19,3588.21,6105317
2021-01-07,TCS,3588.21,3633.73,3580.78,3624.66,10095949
2021-01-08,TCS,3624.66,3660.46,3603.66,3644.24,7308891
2021-01-11,TCS,3644.24,3677.59,3636.45,3667.06,8083942
2021-01-12,TCS,3667.06,3721.78,3663.55,3718.39,3205629
2021-01-13,TCS,3718.39,3727.24,3706.07,3721.07,5026772
2021-01-14,TCS,3721.07,3801.0,3719.28,3799.1,9181220
2021-01-15,TCS,3799.1,3801.78,3721.92,3725.7,9066926
2021-01-18,TCS,3725.7,3741.4,3725.42,3741.08,2566102
2021-01-19,TCS,3741.08,3742.77,3709.47,3711.24,9381537
2021-01-20,TCS,3711.24,3829.1,3686.44,3799.71,7941121
2021-01-21,TCS,3799.71,3824.5,3723.16,3755.58,7690289
2021-01-22,TCS,3755.58,3782.66,3692.21,3751.65,4538893
2021-01-25,TCS,3751.65,3864.05,3747.33,3854.69,8429798
2021-01-26,TCS,3854.69,3890.56,3832.52,3849.89,14631702
2021-01-27,TCS,3849.89,3887.21,3792.23,3841.51,13689331
2021-01-28,TCS,3841.51,3847.52,3793.28,3810.74,6521326
2021-01-29,TCS,3810.74,3812.42,3690.86,3694.38,12409943
2021-02-01,TCS,3694.38,3727.94,3580.34,3601.34,6683636
2021-02-02,TCS,3601.34,3611.94,3473.47,3490.41,6667543
2021-02-03,TCS,3490.41,3511.88,3262.0,3276.15,7261699
2021-02-04,TCS,3276.15,3285.01,3233.07,3242.32,12145315
2021-02-05,TCS,3242.32,3310.55,3228.93,3299.45,5389971
2021-02-08,TCS,3299.45,3400.62,3260.39,3349.67,13979528
2021-02-09,TCS,3349.67,3515.47,3309.47,3476.94,7543940
2021-02-10,TCS,3476.94,3499.75,3470.5,3491.87,12462688
2021-02-11,TCS,3491.87,3498.45,3423.44,3435.99,14713328
2021-02-12,TCS,3435.99,3463.76,3432.81,3457.79,13352745
2021-02-15,TCS,3457.79,3515.66,3436.27,3491.91,10569630
2021-02-16,TCS,3491.91,3563.67,3463.97,3542.85,7055594
2021-02-17,TCS,3542.85,3569.45,3536.9,3553.54,6228546
2021-02-18,TCS,3553.54,3617.56,3528.33,3594.53,4525850
2021-02-19,TCS,3594.53,3595.28,3584.76,3585.57,8441127
2021-02-22,TCS,3585.57,3591.52,3533.45,3538.81,4201951
2021-02-23,TCS,3538.81,3543.66,3538.33,3542.58,5159739
2021-02-24,TCS,3542.58,3547.18,3514.78,3526.42,10257900
2021-02-25,TCS,3526.42,3549.91,3429.77,3440.53,9655687
2021-02-26,TCS,3440.53,3441.75,3400.84,3402.62,7102042
2021-03-01,TCS,3402.62,3429.59,3401.67,3428.85,7439336
2021-03-02,TCS,3428.85,3444.85,3416.67,3427.26,5035322
2021-03-03,TCS,3427.26,3432.88,3348.55,3353.52,6248435
2021-03-04,TCS,3353.52,3397.18,3328.34,3384.29,5409449
2021-03-05,TCS,3384.29,3421.47,3376.49,3412.53,3116024
2021-03-08,TCS,3412.53,3418.61,3391.54,3399.82,5596114
2021-03-09,TCS,3399.82,3416.12,3243.17,3263.35,15474764
2021-03-10,TCS,3263.35,3290.31,3202.6,3234.48,11869378
2021-03-11,TCS,3234.48,3241.89,3219.76,3223.57,3891105
2021-03-12,TCS,3223.57,3230.34,3216.19,3224.44,3617069
2021-03-15,TCS,3224.44,3230.13,3133.17,3135.19,7362049
2021-03-16,TCS,3135.19,3217.4,3121.17,3185.93,10745917
2021-03-17,TCS,3185.93,3213.49,3176.53,3202.87,5856220
2021-03-18,TCS,3202.87,3338.31,3195.53,3330.65,5815984
2021-03-19,TCS,3330.65,3350.74,3192.27,3209.84,8834093
2021-03-22,TCS,3209.84,3257.66,3201.74,3241.88,12906015
2021-03-23,TCS,3241.88,3407.23,3207.35,3380.47,13719425
2021-03-24,TCS,3380.47,3427.06,3221.53,3270.47,10339871
2021-03-25,TCS,3270.47,3282.31,3256.62,3265.52,11223984
2021-03-26,TCS,3265.52,3271.77,3217.13,3221.27,6816464
2021-03-29,TCS,3221.27,3274.4,3217.14,3264.62,12869075
2021-03-30,TCS,3264.62,3289.21,3144.14,3164.46,12253184
2021-03-31,TCS,3164.46,3174.79,3021.67,3026.16,7767090
2021-04-01,TCS,3026.16,3031.1,3008.82,3011.58,9059580
2021-04-02,TCS,3011.58,3056.48,3003.67,3050.54,8034739
2021-04-05,TCS,3050.54,3058.44,3022.63,3026.4,11513657
2021-04-06,TCS,3026.4,3059.4,2986.42,3008.58,10017818
2021-04-07,TCS,3008.58,3043.13,2974.07,2994.55,12552345
2021-04-08,TCS,2994.55,3044.6,2981.32,3034.96,10834075
2021-04-09,TCS,3034.96,3041.33,3005.05,3011.72,6813483
2021-04-12,TCS,3011.72,3021.76,2968.8,2979.05,9111404
2021-04-13,TCS,2979.05,2988.37,2938.48,2943.93,9680606
2021-04-14,TCS,2943.93,2987.51,2928.44,2966.55,10384307
2021-04-15,TCS,2966.55,2986.67,2960.62,2981.34,16158902
2021-04-16,TCS,2981.34,2983.22,2873.21,2875.17,10750548
2021-04-19,TCS,2875.17,2893.06,2830.13,2844.69,13815382
2021-04-20,TCS,2844.69,2952.17,2840.96,2946.06,7279919
2021-04-21,TCS,2946.06,2959.13,2937.35,2947.04,2843984
2021-04-22,TCS,2947.04,2951.29,2933.16,2937.57,8036807
2021-04-23,TCS,2937.57,2951.11,2924.26,2938.17,6295457
2021-04-26,TCS,2938.17,2980.66,2931.03,2975.29,9083659
2021-04-27,TCS,2975.29,2992.52,2969.79,2990.04,4155824
2021-04-28,TCS,2990.04,2990.71,2932.95,2933.55,4682068
2021-04-29,TCS,2933.55,2959.71,2932.46,2958.67,3814741
2021-04-30,TCS,2958.67,2967.95,2957.85,2967.05,4903757
2021-05-03,TCS,2967.05,2983.89,2939.82,2956.2,5411716
2021-05-04,TCS,2956.2,2983.02,2946.09,2977.35,6651437
2021-05-05,TCS,2977.35,3012.15,2969.68,3001.13,6862575
2021-05-06,TCS,3001.13,3096.04,2992.75,3082.39,8623620
2021-05-07,TCS,3082.39,3087.2,3053.4,3057.28,4955238
2021-05-10,TCS,3057.28,3111.65,3051.7,3102.22,6797649
2021-05-11,TCS,3102.22,3113.32,3059.0,3071.11,4963514
2021-05-12,TCS,3071.11,3076.93,3050.67,3058.7,6412638
2021-05-13,TCS,3058.7,3120.22,3058.67,3120.18,3861379
2021-05-14,TCS,3120.18,3147.55,3116.01,3142.72,5340856
2021-05-17,TCS,3142.72,3150.06,3142.31,3149.85,3961589
2021-05-18,TCS,3149.85,3185.59,3140.23,3173.13,8557940
2021-05-19,TCS,3173.13,3176.26,3132.53,3136.97,6751623
2021-05-20,TCS,3136.97,3139.52,3134.03,3137.57,7522180
2021-05-21,TCS,3137.57,3186.35,3132.0,3178.17,4911254
2021-05-24,TCS,3178.17,3201.68,3173.09,3196.95,5760087
2021-05-25,TCS,3196.95,3243.53,3194.52,3241.34,5662393
2021-05-26,TCS,3241.34,3248.25,3213.24,3218.67,3029783
2021-05-27,TCS,3218.67,3221.42,3152.06,3154.94,6463441
2021-05-28,TCS,3154.94,3156.66,3146.45,3149.16,7849961
2021-05-31,TCS,3149.16,3159.72,3144.86,3158.2,6952165
2021-06-01,TCS,3158.2,3161.13,3150.59,3156.21,8433728
2021-06-02,TCS,3156.21,3216.3,3155.96,3216.0,3847619
2021-06-03,TCS,3216.0,3235.55,3211.43,3231.93,9479339
2021-06-04,TCS,3231.93,3242.86,3224.18,3228.96,8992721
2021-06-07,TCS,3228.96,3231.29,3215.25,3216.39,10386770
2021-06-08,TCS,3216.39,3234.57,3180.05,3198.33,8014976
2021-06-09,TCS,3198.33,3205.9,3136.24,3144.74,3882752
2021-06-10,TCS,3144.74,3152.39,3131.39,3135.71,7468912
2021-06-11,TCS,3135.71,3157.46,3119.28,3145.24,5459502
2021-06-14,TCS,3145.24,3193.48,3143.28,3191.59,7036763
2021-06-15,TCS,3191.59,3192.06,3165.54,3165.85,9206507
2021-06-16,TCS,3165.85,3206.68,3165.53,3206.43,8478630
2021-06-17,TCS,3206.43,3208.1,3166.71,3168.16,8315361
2021-06-18,TCS,3168.16,3189.67,3127.52,3137.83,8366839
2021-06-21,TCS,3137.83,3182.1,3133.36,3175.64,4092582
2021-06-22,TCS,3175.64,3186.84,3151.74,3160.71,6013846
2021-06-23,TCS,3160.71,3163.87,3092.01,3095.3,12411685
2021-06-24,TCS,3095.3,3101.53,3072.23,3083.91,14932178
2021-06-25,TCS,3083.91,3085.4,3083.39,3084.86,7402298
2021-06-28,TCS,3084.86,3085.69,3071.64,3072.65,10689144
2021-06-29,TCS,3072.65,3091.91,3072.07,3091.63,5635848
2021-06-30,TCS,3091.63,3092.58,3052.73,3054.19,9103837
2021-07-01,TCS,3054.19,3059.98,2998.65,3010.66,7882447
2021-07-02,TCS,3010.66,3029.36,3006.12,3026.33,3230419
2021-07-05,TCS,3026.33,3034.28,3012.55,3020.59,4359685
2021-07-06,TCS,3020.59,3024.83,3003.86,3006.61,6727580
2021-07-07,TCS,3006.61,3014.16,3005.81,3013.75,9140156
2021-07-08,TCS,3013.75,3041.31,3011.29,3039.05,7046553
2021-07-09,TCS,3039.05,3083.66,3036.83,3080.51,10001019
2021-07-12,TCS,3080.51,3092.72,3079.45,3091.66,4551779
2021-07-13,TCS,3091.66,3141.3,3087.92,3138.18,6785705
2021-07-14,TCS,3138.18,3204.88,3126.56,3182.05,5142415
2021-07-15,TCS,3182.05,3184.35,3142.27,3144.55,8527911
2021-07-16,TCS,3144.55,3165.69,3141.83,3163.09,4810392
2021-07-19,TCS,3163.09,3168.23,3147.35,3152.18,9005887
2021-07-20,TCS,3152.18,3163.61,3137.83,3147.94,3835743
2021-07-21,TCS,3147.94,3148.7,3143.56,3144.37,3925726
2021-07-22,TCS,3144.37,3170.76,3141.08,3167.83,8177262
2021-07-23,TCS,3167.83,3217.98,3158.74,3214.34,5997606
2021-07-26,TCS,3214.34,3320.04,3213.27,3319.06,3276606
2021-07-27,TCS,3319.06,3351.07,3307.35,3341.84,2470238
2021-07-28,TCS,3341.84,3406.58,3334.52,3401.11,5319070
2021-07-29,TCS,3401.11,3404.01,3380.56,3383.24,3382402
2021-07-30,TCS,3383.24,3415.8,3381.62,3413.15,6438080
